zip,er_visits,year,quarter,air_quality,asbestos,covid,electrical,food,garbage,homelessness,medical,mold,mosquitoes,rodent,safety,sewer,smoking,water_plumbing,felonies,misdemeanors,violations
11426,15,2022,2,2,0,0,3,3,73,2,2,0,0,10,4,53,0,52,38,66,41
11426,10,2022,3,8,1,0,10,6,114,1,0,1,1,18,1,41,0,77,51,71,23
11426,30,2022,4,2,0,0,9,1,109,2,1,1,0,6,5,52,2,68,41,50,22
11427,40,2022,1,1,0,5,9,2,212,0,0,0,0,17,4,68,3,204,76,100,49
11427,62,2022,2,2,0,0,5,1,86,3,0,0,0,14,4,49,0,127,94,167,52
11427,33,2022,3,5,1,0,2,4,135,2,1,0,1,15,6,39,0,97,103,130,45
11427,54,2022,4,3,0,0,11,3,133,0,0,0,0,3,5,49,0,209,98,138,51
11428,NULL,2022,1,1,0,1,17,4,192,1,4,0,0,5,10,30,0,206,126,224,62
11428,NULL,2022,2,2,2,0,11,7,91,1,4,1,0,5,9,66,3,103,114,211,53
11428,NULL,2022,3,2,1,0,13,11,132,2,1,0,2,10,5,55,0,73,76,129,37
11428,NULL,2022,4,1,0,0,23,5,138,1,0,0,0,2,7,40,0,109,83,150,49
11429,NULL,2022,1,3,1,0,28,5,338,1,1,0,0,15,10,47,3,167,84,132,46
11429,NULL,2022,2,5,0,0,8,2,190,4,1,0,0,16,9,58,0,118,74,131,59
11429,NULL,2022,3,3,0,0,13,3,192,14,1,0,0,13,10,55,0,97,94,157,69
11429,NULL,2022,4,1,2,0,21,2,198,0,0,0,0,12,4,43,0,114,74,141,61
11430,NULL,2022,1,0,0,5,0,3,4,3,0,0,0,0,0,0,0,1,1,3,2
11430,NULL,2022,2,0,1,0,0,4,1,0,0,1,0,1,0,1,0,0,3,6,0
11430,NULL,2022,3,0,0,0,0,2,2,1,0,0,0,0,0,3,0,0,1,10,1
11430,NULL,2022,4,1,0,0,0,3,1,0,0,0,0,0,0,3,0,0,2,2,0
11432,117,2022,1,4,0,8,27,33,665,17,1,0,0,32,57,72,4,972,394,633,110
11432,145,2022,2,3,0,0,29,31,475,19,4,0,1,34,68,105,3,567,457,720,136
11432,103,2022,3,4,2,0,47,37,664,48,2,0,0,35,32,84,2,354,347,622,110
11432,147,2022,4,5,2,0,32,38,418,74,2,0,0,19,30,92,8,1015,308,523,98
11433,73,2022,1,3,0,2,29,2,470,8,1,0,0,20,23,89,2,441,228,295,92
11433,83,2022,2,2,0,0,22,9,389,9,7,0,2,40,7,104,1,260,207,321,99
11433,70,2022,3,7,0,0,21,8,412,20,1,0,1,26,16,83,0,204,294,369,115
11433,91,2022,4,4,2,0,33,4,372,9,0,0,0,27,13,106,1,401,214,411,120
11434,135,2022,1,6,2,7,40,10,845,7,1,0,0,23,30,142,0,553,279,373,125
11434,137,2022,2,5,1,0,22,17,519,4,4,0,2,37,13,169,2,307,288,405,167
11434,147,2022,3,13,5,0,42,16,588,14,16,0,2,30,20,137,0,268,329,521,176
11434,169,2022,4,6,2,0,85,6,546,8,14,0,0,19,17,128,3,613,255,485,148
11435,72,2022,1,2,0,7,45,19,646,11,3,0,0,42,36,83,3,642,273,338,104
11435,102,2022,2,15,3,0,17,28,495,24,3,0,0,68,27,92,4,302,349,457,132
11435,84,2022,3,6,5,0,48,17,629,40,3,2,1,77,25,72,2,304,455,526,141
11435,94,2022,4,6,1,0,26,14,488,10,1,1,0,42,41,58,3,678,378,572,128
11436,NULL,2022,1,8,1,0,9,2,283,1,0,0,0,12,6,50,0,166,73,84,59
11436,NULL,2022,2,4,3,0,6,14,217,0,0,0,0,20,3,62,0,115,95,130,62
11436,NULL,2022,3,2,0,0,8,3,232,2,1,0,0,36,2,40,1,98,114,140,72
11436,NULL,2022,4,0,1,0,10,0,172,3,0,0,0,7,0,34,0,190,78,137,47
11691,268,2022,1,9,4,4,65,9,817,9,1,0,0,30,36,110,3,1082,275,343,193
11691,330,2022,2,4,4,0,44,5,568,9,2,0,2,33,20,82,4,405,290,471,242
11691,284,2022,3,2,1,0,76,9,660,11,0,0,2,55,27,69,3,386,285,481,231
11691,483,2022,4,4,2,0,97,5,585,6,0,0,0,14,33,149,3,1243,230,387,229
11692,NULL,2022,1,1,0,3,14,1,241,0,0,0,0,8,7,38,0,275,68,90,59
11692,NULL,2022,2,1,0,0,21,1,129,2,0,2,5,7,9,35,0,144,85,139,75
11692,NULL,2022,3,3,0,0,35,3,203,2,1,0,6,6,7,18,1,147,121,146,84
11692,NULL,2022,4,0,0,0,36,3,221,1,1,0,0,13,16,98,2,373,68,141,71
11693,38,2022,1,5,1,2,10,1,96,3,0,0,0,3,2,34,0,126,63,178,48
11693,33,2022,2,2,0,0,1,4,85,1,1,0,1,4,2,39,0,72,105,209,55
11693,25,2022,3,4,0,0,7,14,107,2,1,0,2,2,6,30,0,74,113,173,73
11693,86,2022,4,0,0,0,4,5,92,8,0,1,0,4,3,36,1,140,85,169,33
11694,NULL,2022,1,8,2,10,31,3,201,0,1,0,1,6,26,38,0,222,41,70,50
11694,NULL,2022,2,14,14,0,11,11,132,6,4,0,1,5,9,48,0,234,63,106,58
11694,NULL,2022,3,4,2,0,20,11,142,13,2,0,0,7,5,30,1,156,65,109,50
11694,NULL,2022,4,2,1,0,17,3,109,4,0,1,0,6,3,51,1,246,50,85,38
11695,NULL,2022,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL
11697,NULL,2022,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,6,3,1
11697,NULL,2022,2,0,0,0,0,0,3,0,0,0,0,0,1,2,0,3,3,9,2
11697,NULL,2022,3,0,0,0,3,1,8,0,0,0,0,0,0,0,0,8,5,3,3
11697,NULL,2022,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,4,0
12345,NULL,2022,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,NULL,NULL,NULL
12345,NULL,2022,2,0,0,0,0,0,8,0,0,0,0,0,0,0,0,3,NULL,NULL,NULL
12345,NULL,2022,3,0,0,0,0,0,4,1,0,0,0,0,0,0,0,2,NULL,NULL,NULL
12345,NULL,2022,4,0,0,0,1,0,6,0,0,0,0,0,0,0,0,2,NULL,NULL,NULL
